time	hru_evap(1)	soil_runoff(1)	soil_moist(1)	soil_rechr(1)	runoff(1)	meltrunoff(1)	infil(1)	hru_actet(1)	Sdex(1)	Sdexcess(1)	basinflow_m(1)	gwoutflow_m(1)	outflow_m(1)	runoutflow_m(1)	Sd(1)
units	(mm/int)	(mm/int)	(mm)	(mm)	(mm/int)	(mm/int)	(mm/int)	(mm/int)	(mm)	(mm/int)	(mm/int)	(mm/int)	(mm/int)	(mm/int)	(mm)
41350.45833	0.179483	0	444.024	65.0242	0	0	0	0.179483	0	0	0	0	0	0	24.2542
41350.5	0.205523	0	443.829	64.8294	0	0	0	0.205523	0	0	0	0	0	0	24.2436
41350.54167	0.198058	0	443.642	64.6416	0	0	0	0.198058	0	0	0	0	0	0	24.2333
41350.58333	0.187498	0	443.464	64.4638	0	0	0	0.187498	0	0	0	0	0	0	24.2236
41350.625	0.165972	0	443.306	64.3064	0	0	0	0.165972	0	0	0	0	0	0	24.215
41350.66667	0.132863	0	443.18	64.1804	0	0	0	0.132863	0	0	0	0	0	0	24.2081
41350.70833	0.0817429	0	443.103	64.1029	0	0	0	0.0817429	0	0	0	0	0	0	24.2039
41350.75	0	0	443.103	64.1029	0	0	0	0	0	0	0	0	0	0	24.2039
41350.79167	0	0	443.103	64.1029	0	0	0	0	0	0	0	0	0	0	24.2039
41350.83333	0	0	443.103	64.1029	0	0	0	0	0	0	0	0	0	0	24.2039
41350.875	0	0	443.103	64.1029	0	0	0	0	0	0	0	0	0	0	24.2039
41350.91667	0	0	443.103	64.1029	0	0	0	0	0	0	0	0	0	0	24.2039
41350.95833	0	0	443.103	64.1029	0	0	0	0	0	0	0	0	0	0	24.2039
41351	0	0	443.103	64.1029	0	0	0	0	0	0	0	0	0	0	24.2039
41351.04167	0	0	443.103	64.1029	0	0	0	0	0	0	0	0	0	0	24.2039
41351.08333	0	0	443.103	64.1029	0	0	0	0	0	0	0	0	0	0	24.2039
41351.125	0	0	443.103	64.1029	0	0	0	0	0	0	0	0	0	0	24.2039
41351.16667	0	0	443.103	64.1029	0	0	0	0	0	0	0	0	0	0	24.2039
41351.20833	0	0	443.103	64.1029	0	0	0	0	0	0	0	0	0	0	24.2039
41351.25	0	0	443.103	64.1029	0	0	0	0	0	0	0	0	0	0	24.2039
41351.29167	0.0174166	0	443.086	64.0864	0	0	0	0.0174166	0	0	0	0	0	0	24.203
41351.33333	0.0702759	0	443.02	64.0198	0	0	0	0.0702759	0	0	0	0	0	0	24.1994
41351.375	0.106391	0	442.919	63.9189	0	0	0	0.106391	0	0	0	0	0	0	24.1939
41351.41667	0.147093	0	442.779	63.7794	0	0	0	0.147093	0	0	0	0	0	0	24.1862
41351.45833	0.18063	0	442.608	63.6081	0	0	0	0.18063	0	0	0	0	0	0	24.1769
41351.5	0.228013	0	442.392	63.3919	0	0	0	0.228013	0	0	0	0	0	0	24.1651
41351.54167	0.228589	0	442.175	63.1752	0	0	0	0.228589	0	0	0	0	0	0	24.1532
41351.58333	0.226806	0	441.96	62.9601	0	0	0	0.226806	0	0	0	0	0	0	24.1415
41351.625	0.227018	0	441.745	62.7449	0	0	0	0.227018	0	0	0	0	0	0	24.1297
41351.66667	0.207856	0	441.548	62.5478	0	0	0	0.207856	0	0	0	0	0	0	24.119
41351.70833	0.168676	0	441.388	62.3878	0	0	0	0.168676	0	0	0	0	0	0	24.1102
41351.75	0.0944451	0	441.298	62.2983	0	0	0	0.0944451	0	0	0	0	0	0	24.1053
41351.79167	0	0	441.298	62.2983	0	0	0	0	0	0	0	0	0	0	24.1053
41351.83333	0	0	441.298	62.2983	0	0	0	0	0	0	0	0	0	0	24.1053
41351.875	0	0	441.298	62.2983	0	0	0	0	0	0	0	0	0	0	24.1053
41351.91667	0	0	441.298	62.2983	0	0	0	0	0	0	0	0	0	0	24.1053
41351.95833	0	0	441.298	62.2983	0	0	0	0	0	0	0	0	0	0	24.1053
41352	0	0	441.298	62.2983	0	0	0	0	0	0	0	0	0	0	24.1053
41352.04167	0	0	441.298	62.2983	0	0	0	0	0	0	0	0	0	0	24.1053
41352.08333	0	0	441.298	62.2983	0	0	0	0	0	0	0	0	0	0	24.1053
41352.125	0	0	441.298	62.2983	0	0	0	0	0	0	0	0	0	0	24.1053
41352.16667	0	0	441.298	62.2983	0	0	0	0	0	0	0	0	0	0	24.1053
41352.20833	0	0	441.298	62.2983	0	0	0	0	0	0	0	0	0	0	24.1053
41352.25	0	0	441.298	62.2983	0	0	0	0	0	0	0	0	0	0	24.1053
41352.29167	0.0632096	0	441.238	62.2383	0	0	0	0.0632096	0	0	0	0	0	0	24.1021
41352.33333	0.0938521	0	441.149	62.1494	0	0	0	0.0938521	0	0	0	0	0	0	24.0972
41352.375	0.0939294	0	441.06	62.0603	0	0	0	0.0939294	0	0	0	0	0	0	24.0923
41352.41667	0.100829	0	440.965	61.9647	0	0	0	0.100829	0	0	0	0	0	0	24.0871
41352.45833	0.109436	0	440.861	61.8609	0	0	0	0.109436	0	0	0	0	0	0	24.0814
41352.5	0.104149	0	440.762	61.7622	0	0	0	0.104149	0	0	0	0	0	0	24.0761
41352.54167	0.100715	0	440.667	61.6667	0	0	0	0.100715	0	0	0	0	0	0	24.0708
41352.58333	0.100434	0	440.571	61.5714	0	0	0	0.100434	0	0	0	0	0	0	24.0656
41352.625	0.0966426	0	440.48	61.4798	0	0	0	0.0966426	0	0	0	0	0	0	24.0606
41352.66667	0.092591	0	440.392	61.392	0	0	0	0.092591	0	0	0	0	0	0	24.0558
41352.70833	0.0662128	0	440.329	61.3292	0	0	0	0.0662128	0	0	0	0	0	0	24.0524
41352.75	0.0199972	0	440.31	61.3103	0	0	0	0.0199972	0	0	0	0	0	0	24.0514
41352.79167	0	0	440.31	61.3103	0	0	0	0	0	0	0	0	0	0	24.0514
41352.83333	0	0	440.31	61.3103	0	0	0	0	0	0	0	0	0	0	24.0514
41352.875	0	0	440.31	61.3103	0	0	0	0	0	0	0	0	0	0	24.0514
41352.91667	0	0	440.31	61.3103	0	0	0	0	0	0	0	0	0	0	24.0514
41352.95833	0	0	440.31	61.3103	0	0	0	0	0	0	0	0	0	0	24.0514
41353	0	0	440.352	61.3519	0	0	0	0	0	0	0	0	0	0	24.0514
41353.04167	0	0	440.394	61.3936	0	0	0	0	0	0	0	0	0	0	24.0514
41353.08333	0	0	440.435	61.4353	0	0	0	0	0	0	0	0	0	0	24.0514
41353.125	0	0	440.477	61.4769	0	0	0	0	0	0	0	0	0	0	24.0514
41353.16667	0	0	440.519	61.5186	0	0	0	0	0	0	0	0	0	0	24.0514
41353.20833	0	0	440.56	61.5603	0	0	0	0	0	0	0	0	0	0	24.0514
41353.25	0	0	440.602	61.6019	0	0	0	0	0	0	0	0	0	0	24.0514
41353.29167	0.00850078	0	440.636	61.6355	0	0	0	0.00850078	0	0	0	0	0	0	24.0509
41353.33333	0.0651524	0	440.615	61.6154	0	0	0	0.0651524	0	0	0	0	0	0	24.0476
41353.375	0.0978987	0	440.564	61.5643	0	0	0	0.0978987	0	0	0	0	0	0	24.0425
41353.41667	0.122695	0	440.49	61.4896	0	0	0	0.122695	0	0	0	0	0	0	24.0361
41353.45833	0.144317	0	440.394	61.3944	0	0	0	0.144317	0	0	0	0	0	0	24.0287
41353.5	0.149934	0	440.294	61.2939	0	0	0	0.149934	0	0	0	0	0	0	24.0209
41353.54167	0.148854	0	440.194	61.1944	0	0	0	0.148854	0	0	0	0	0	0	24.0132
41353.58333	0.140154	0	440.103	61.1032	0	0	0	0.140154	0	0	0	0	0	0	24.006
41353.625	0.122256	0	440.029	61.0289	0	0	0	0.122256	0	0	0	0	0	0	23.9996
41353.66667	0.102787	0	439.973	60.9731	0	0	0	0.102787	0	0	0	0	0	0	23.9943
41353.70833	0.0698848	0	439.949	60.9485	0	0	0	0.0698848	0	0	0	0	0	0	23.9907
41353.75	0.0145369	0	439.976	60.9764	0	0	0	0.0145369	0	0	0	0	0	0	23.99
41353.79167	0	0	440.018	61.018	0	0	0	0	0	0	0	0	0	0	23.99
41353.83333	0	0	440.06	61.0597	0	0	0	0	0	0	0	0	0	0	23.99
41353.875	0	0	440.101	61.1014	0	0	0	0	0	0	0	0	0	0	23.99
41353.91667	0	0	440.143	61.1431	0	0	0	0	0	0	0	0	0	0	23.99
41353.95833	0	0	440.185	61.1847	0	0	0	0	0	0	0	0	0	0	23.99
41354	0	0	440.185	61.1847	0	0	0	0	0	0	0	0	0	0	23.99
41354.04167	0	0	440.185	61.1847	0	0	0	0	0	0	0	0	0	0	23.99
41354.08333	0	0	440.185	61.1847	0	0	0	0	0	0	0	0	0	0	23.99
41354.125	0	0	440.185	61.1847	0	0	0	0	0	0	0	0	0	0	23.99
41354.16667	0	0	440.185	61.1847	0	0	0	0	0	0	0	0	0	0	23.99
41354.20833	0	0	440.185	61.1847	0	0	0	0	0	0	0	0	0	0	23.99
41354.25	0	0	440.185	61.1847	0	0	0	0	0	0	0	0	0	0	23.99
41354.29167	0.0118748	0	440.173	61.1735	0	0	0	0.0118748	0	0	0	0	0	0	23.9894
41354.33333	0.0606371	0	440.116	61.116	0	0	0	0.0606371	0	0	0	0	0	0	23.9862
41354.375	0.0910365	0	440.03	61.0296	0	0	0	0.0910365	0	0	0	0	0	0	23.9815
41354.41667	0.112933	0	439.923	60.9225	0	0	0	0.112933	0	0	0	0	0	0	23.9757
41354.45833	0.153996	0	439.777	60.7765	0	0	0	0.153996	0	0	0	0	0	0	23.9677
41354.5	0.17286	0	439.613	60.6126	0	0	0	0.17286	0	0	0	0	0	0	23.9588
41354.54167	0.206659	0	439.417	60.4166	0	0	0	0.206659	0	0	0	0	0	0	23.9481
41354.58333	0.179267	0	439.247	60.2466	0	0	0	0.179267	0	0	0	0	0	0	23.9388
41354.625	0.162868	0	439.092	60.0921	0	0	0	0.162868	0	0	0	0	0	0	23.9304
41354.66667	0.129964	0	438.969	59.9689	0	0	0	0.129964	0	0	0	0	0	0	23.9237
41354.70833	0.10421	0	438.87	59.8701	0	0	0	0.10421	0	0	0	0	0	0	23.9183
41354.75	0.0469137	0	438.826	59.8256	0	0	0	0.0469137	0	0	0	0	0	0	23.9159
41354.79167	0	0	438.826	59.8256	0	0	0	0	0	0	0	0	0	0	23.9159
41354.83333	0	0	438.826	59.8256	0	0	0	0	0	0	0	0	0	0	23.9159
41354.875	0	0	438.826	59.8256	0	0	0	0	0	0	0	0	0	0	23.9159
41354.91667	0	0	438.826	59.8256	0	0	0	0	0	0	0	0	0	0	23.9159
41354.95833	0	0	438.826	59.8256	0	0	0	0	0	0	0	0	0	0	23.9159
41355	0	0	438.826	59.8256	0	0	0	0	0	0	0	0	0	0	23.9159
41355.04167	0	0	438.826	59.8256	0	0	0	0	0	0	0	0	0	0	23.9159
41355.08333	0	0	438.826	59.8256	0	0	0	0	0	0	0	0	0	0	23.9159
41355.125	0	0	438.826	59.8256	0	0	0	0	0	0	0	0	0	0	23.9159
41355.16667	0	0	438.826	59.8256	0	0	0	0	0	0	0	0	0	0	23.9159
41355.20833	0	0	438.826	59.8256	0	0	0	0	0	0	0	0	0	0	23.9159
41355.25	0	0	438.826	59.8256	0	0	0	0	0	0	0	0	0	0	23.9159
41355.29167	0.0181728	0	438.808	59.8083	0	0	0	0.0181728	0	0	0	0	0	0	23.915
41355.33333	0.070394	0	438.742	59.7416	0	0	0	0.070394	0	0	0	0	0	0	23.9113
41355.375	0.0971489	0	438.649	59.6495	0	0	0	0.0971489	0	0	0	0	0	0	23.9063
41355.41667	0.113689	0	438.542	59.5416	0	0	0	0.113689	0	0	0	0	0	0	23.9004
41355.45833	0.125228	0	438.423	59.4229	0	0	0	0.125228	0	0	0	0	0	0	23.8939
41355.5	0.132962	0	438.297	59.2968	0	0	0	0.132962	0	0	0	0	0	0	23.8871
41355.54167	0.141614	0	438.162	59.1625	0	0	0	0.141614	0	0	0	0	0	0	23.8798
41355.58333	0.138831	0	438.031	59.0308	0	0	0	0.138831	0	0	0	0	0	0	23.8726
41355.625	0.123584	0	437.914	58.9136	0	0	0	0.123584	0	0	0	0	0	0	23.8662
41355.66667	0.109501	0	437.81	58.8098	0	0	0	0.109501	0	0	0	0	0	0	23.8605
41355.70833	0.082413	0	437.732	58.7316	0	0	0	0.082413	0	0	0	0	0	0	23.8563
41355.75	0.0297804	0	437.703	58.7034	0	0	0	0.0297804	0	0	0	0	0	0	23.8547
41355.79167	0	0	437.703	58.7034	0	0	0	0	0	0	0	0	0	0	23.8547
41355.83333	0	0	437.703	58.7034	0	0	0	0	0	0	0	0	0	0	23.8547
41355.875	0	0	437.703	58.7034	0	0	0	0	0	0	0	0	0	0	23.8547
41355.91667	0	0	437.703	58.7034	0	0	0	0	0	0	0	0	0	0	23.8547
41355.95833	0	0	437.703	58.7034	0	0	0	0	0	0	0	0	0	0	23.8547
41356	0	0	437.703	58.7034	0	0	0	0	0	0	0	0	0	0	23.8547
41356.04167	0	0	437.703	58.7034	0	0	0	0	0	0	0	0	0	0	23.8547
41356.08333	0	0	437.703	58.7034	0	0	0	0	0	0	0	0	0	0	23.8547
41356.125	0	0	437.703	58.7034	0	0	0	0	0	0	0	0	0	0	23.8547
41356.16667	0	0	437.703	58.7034	0	0	0	0	0	0	0	0	0	0	23.8547
41356.20833	0	0	437.703	58.7034	0	0	0	0	0	0	0	0	0	0	23.8547
41356.25	0	0	437.703	58.7034	0	0	0	0	0	0	0	0	0	0	23.8547
41356.29167	0.0230137	0	437.682	58.6816	0	0	0	0.0230137	0	0	0	0	0	0	23.8535
41356.33333	0.0838108	0	437.602	58.6021	0	0	0	0.0838108	0	0	0	0	0	0	23.8492
41356.375	0.129968	0	437.479	58.4789	0	0	0	0.129968	0	0	0	0	0	0	23.8425
41356.41667	0.168837	0	437.319	58.3187	0	0	0	0.168837	0	0	0	0	0	0	23.8338
41356.45833	0.195721	0	437.133	58.1331	0	0	0	0.195721	0	0	0	0	0	0	23.8237
41356.5	0.227554	0	436.917	57.9173	0	0	0	0.227554	0	0	0	0	0	0	23.8119
41356.54167	0.212594	0	436.716	57.7157	0	0	0	0.212594	0	0	0	0	0	0	23.8009
41356.58333	0.207562	0	436.519	57.5189	0	0	0	0.207562	0	0	0	0	0	0	23.7902
41356.625	0.196696	0	436.332	57.3324	0	0	0	0.196696	0	0	0	0	0	0	23.78
41356.66667	0.161775	0	436.179	57.179	0	0	0	0.161775	0	0	0	0	0	0	23.7717
41356.70833	0.121955	0	436.063	57.0633	0	0	0	0.121955	0	0	0	0	0	0	23.7653
41356.75	0.051841	0	436.014	57.0141	0	0	0	0.051841	0	0	0	0	0	0	23.7627
41356.79167	0	0	436.014	57.0141	0	0	0	0	0	0	0	0	0	0	23.7627
41356.83333	0	0	436.014	57.0141	0	0	0	0	0	0	0	0	0	0	23.7627
41356.875	0	0	436.014	57.0141	0	0	0	0	0	0	0	0	0	0	23.7627
41356.91667	0	0	436.014	57.0141	0	0	0	0	0	0	0	0	0	0	23.7627
41356.95833	0	0	436.014	57.0141	0	0	0	0	0	0	0	0	0	0	23.7627
41357	0	0	436.014	57.0141	0	0	0	0	0	0	0	0	0	0	23.7627
41357.04167	0	0	436.014	57.0141	0	0	0	0	0	0	0	0	0	0	23.7627
41357.08333	0	0	436.014	57.0141	0	0	0	0	0	0	0	0	0	0	23.7627
41357.125	0	0	436.014	57.0141	0	0	0	0	0	0	0	0	0	0	23.7627
41357.16667	0	0	436.014	57.0141	0	0	0	0	0	0	0	0	0	0	23.7627
41357.20833	0	0	436.014	57.0141	0	0	0	0	0	0	0	0	0	0	23.7627
41357.25	0	0	436.014	57.0141	0	0	0	0	0	0	0	0	0	0	23.7627
41357.29167	0.0103465	0	436.004	57.0043	0	0	0	0.0103465	0	0	0	0	0	0	23.7621
41357.33333	0.0581433	0	435.949	56.9492	0	0	0	0.0581433	0	0	0	0	0	0	23.7591
41357.375	0.0960165	0	435.858	56.8581	0	0	0	0.0960165	0	0	0	0	0	0	23.7542
41357.41667	0.134303	0	435.731	56.7308	0	0	0	0.134303	0	0	0	0	0	0	23.7472
41357.45833	0.193554	0	435.547	56.5472	0	0	0	0.193554	0	0	0	0	0	0	23.7372
41357.5	0.246226	0	435.314	56.3137	0	0	0	0.246226	0	0	0	0	0	0	23.7245
41357.54167	0.266162	0	435.061	56.0613	0	0	0	0.266162	0	0	0	0	0	0	23.7107
41357.58333	0.259662	0	434.815	55.8151	0	0	0	0.259662	0	0	0	0	0	0	23.6973
41357.625	0.229055	0	434.598	55.5979	0	0	0	0.229055	0	0	0	0	0	0	23.6855
41357.66667	0.214878	0	434.394	55.3941	0	0	0	0.214878	0	0	0	0	0	0	23.6744
41357.70833	0.149972	0	434.252	55.2519	0	0	0	0.149972	0	0	0	0	0	0	23.6666
41357.75	0.122515	0	434.136	55.1357	0	0	0	0.122515	0	0	0	0	0	0	23.6603
41357.79167	0	0	434.136	55.1357	0	0	0	0	0	0	0	0	0	0	23.6603
41357.83333	0	0	434.136	55.1357	0	0	0	0	0	0	0	0	0	0	23.6603
41357.875	0	0	434.136	55.1357	0	0	0	0	0	0	0	0	0	0	23.6603
41357.91667	0	0	434.136	55.1357	0	0	0	0	0	0	0	0	0	0	23.6603
41357.95833	0	0	434.136	55.1357	0	0	0	0	0	0	0	0	0	0	23.6603
41358	0	0	434.136	55.1357	0	0	0	0	0	0	0	0	0	0	23.6603
41358.04167	0	0	434.136	55.1357	0	0	0	0	0	0	0	0	0	0	23.6603
41358.08333	0	0	434.136	55.1357	0	0	0	0	0	0	0	0	0	0	23.6603
41358.125	0	0	434.136	55.1357	0	0	0	0	0	0	0	0	0	0	23.6603
41358.16667	0	0	434.136	55.1357	0	0	0	0	0	0	0	0	0	0	23.6603
41358.20833	0	0	434.136	55.1357	0	0	0	0	0	0	0	0	0	0	23.6603
41358.25	0	0	434.136	55.1357	0	0	0	0	0	0	0	0	0	0	23.6603
41358.29167	0.0129558	0	434.123	55.1234	0	0	0	0.0129558	0	0	0	0	0	0	23.6596
41358.33333	0.0814854	0	434.046	55.0461	0	0	0	0.0814854	0	0	0	0	0	0	23.6554
41358.375	0.156443	0	433.898	54.8978	0	0	0	0.156443	0	0	0	0	0	0	23.6473
41358.41667	0.215243	0	433.694	54.6936	0	0	0	0.215243	0	0	0	0	0	0	23.6362
41358.45833	0.272606	0	433.435	54.4351	0	0	0	0.272606	0	0	0	0	0	0	23.6221
41358.5	0.285602	0	433.164	54.1643	0	0	0	0.285602	0	0	0	0	0	0	23.6073
41358.54167	0.300552	0	432.879	53.8793	0	0	0	0.300552	0	0	0	0	0	0	23.5918
41358.58333	0.293539	0	432.601	53.6009	0	0	0	0.293539	0	0	0	0	0	0	23.5766
41358.625	0.265214	0	432.349	53.3494	0	0	0	0.265214	0	0	0	0	0	0	23.5629
41358.66667	0.210148	0	432.15	53.1501	0	0	0	0.210148	0	0	0	0	0	0	23.5521
41358.70833	0.144483	0	432.013	53.0131	0	0	0	0.144483	0	0	0	0	0	0	23.5446
41358.75	0.0996518	0	431.918	52.9186	0	0	0	0.0996518	0	0	0	0	0	0	23.5395
41358.79167	0	0	431.918	52.9186	0	0	0	0	0	0	0	0	0	0	23.5395
41358.83333	0	0	431.918	52.9186	0	0	0	0	0	0	0	0	0	0	23.5395
41358.875	0	0	431.918	52.9186	0	0	0	0	0	0	0	0	0	0	23.5395
41358.91667	0	0	431.918	52.9186	0	0	0	0	0	0	0	0	0	0	23.5395
41358.95833	0	0	431.918	52.9186	0	0	0	0	0	0	0	0	0	0	23.5395
41359	0	0	431.918	52.9186	0	0	0	0	0	0	0	0	0	0	23.5395
41359.04167	0	0	431.918	52.9186	0	0	0	0	0	0	0	0	0	0	23.5395
41359.08333	0	0	431.918	52.9186	0	0	0	0	0	0	0	0	0	0	23.5395
41359.125	0	0	431.918	52.9186	0	0	0	0	0	0	0	0	0	0	23.5395
41359.16667	0	0	431.918	52.9186	0	0	0	0	0	0	0	0	0	0	23.5395
41359.20833	0	0	431.918	52.9186	0	0	0	0	0	0	0	0	0	0	23.5395
41359.25	0	0	431.918	52.9186	0	0	0	0	0	0	0	0	0	0	23.5395
41359.29167	0.0192652	0	431.9	52.9003	0	0	0	0.0192652	0	0	0	0	0	0	23.5385
41359.33333	0.0908463	0	431.814	52.8142	0	0	0	0.0908463	0	0	0	0	0	0	23.5338
41359.375	0.143555	0	431.678	52.678	0	0	0	0.143555	0	0	0	0	0	0	23.5264
41359.41667	0.195999	0	431.492	52.4922	0	0	0	0.195999	0	0	0	0	0	0	23.5162
41359.45833	0.23607	0	431.268	52.2683	0	0	0	0.23607	0	0	0	0	0	0	23.504
41359.5	0.245717	0	431.035	52.0353	0	0	0	0.245717	0	0	0	0	0	0	23.4913
41359.54167	0.263773	0	430.785	51.7851	0	0	0	0.263773	0	0	0	0	0	0	23.4777
41359.58333	0.25274	0	430.545	51.5455	0	0	0	0.25274	0	0	0	0	0	0	23.4646
41359.625	0.223592	0	430.333	51.3334	0	0	0	0.223592	0	0	0	0	0	0	23.4531
41359.66667	0.203256	0	430.14	51.1407	0	0	0	0.203256	0	0	0	0	0	0	23.4426
41359.70833	0.141059	0	430.007	51.0069	0	0	0	0.141059	0	0	0	0	0	0	23.4353
41359.75	0.0607686	0	429.949	50.9493	0	0	0	0.0607686	0	0	0	0	0	0	23.4321
41359.79167	0	0	429.949	50.9493	0	0	0	0	0	0	0	0	0	0	23.4321
41359.83333	0	0	429.949	50.9493	0	0	0	0	0	0	0	0	0	0	23.4321
41359.875	0	0	429.949	50.9493	0	0	0	0	0	0	0	0	0	0	23.4321
41359.91667	0	0	429.949	50.9493	0	0	0	0	0	0	0	0	0	0	23.4321
41359.95833	0	0	429.949	50.9493	0	0	0	0	0	0	0	0	0	0	23.4321
41360	0	0	429.949	50.9493	0	0	0	0	0	0	0	0	0	0	23.4321
41360.04167	0	0	429.949	50.9493	0	0	0	0	0	0	0	0	0	0	23.4321
41360.08333	0	0	429.949	50.9493	0	0	0	0	0	0	0	0	0	0	23.4321
41360.125	0	0	429.949	50.9493	0	0	0	0	0	0	0	0	0	0	23.4321
41360.16667	0	0	429.949	50.9493	0	0	0	0	0	0	0	0	0	0	23.4321
41360.20833	0	0	429.949	50.9493	0	0	0	0	0	0	0	0	0	0	23.4321
41360.25	0	0	429.949	50.9493	0	0	0	0	0	0	0	0	0	0	23.4321
41360.29167	0.0347991	0	429.916	50.9163	0	0	0	0.0347991	0	0	0	0	0	0	23.4303
41360.33333	0.0878581	0	429.833	50.833	0	0	0	0.0878581	0	0	0	0	0	0	23.4258
41360.375	0.115047	0	429.724	50.7239	0	0	0	0.115047	0	0	0	0	0	0	23.4198
41360.41667	0.131371	0	429.599	50.5993	0	0	0	0.131371	0	0	0	0	0	0	23.4131
41360.45833	0.142828	0	429.464	50.4638	0	0	0	0.142828	0	0	0	0	0	0	23.4057
41360.5	0.155286	0	429.316	50.3166	0	0	0	0.155286	0	0	0	0	0	0	23.3976
41360.54167	0.151815	0	429.172	50.1726	0	0	0	0.151815	0	0	0	0	0	0	23.3898
41360.58333	0.148815	0	429.031	50.0315	0	0	0	0.148815	0	0	0	0	0	0	23.3821
41360.625	0.138848	0	428.9	49.8998	0	0	0	0.138848	0	0	0	0	0	0	23.3749
41360.66667	0.124464	0	428.782	49.7818	0	0	0	0.124464	0	0	0	0	0	0	23.3685
41360.70833	0.096434	0	428.69	49.6903	0	0	0	0.096434	0	0	0	0	0	0	23.3635
41360.75	0.0433338	0	428.649	49.6492	0	0	0	0.0433338	0	0	0	0	0	0	23.3613
41360.79167	0	0	428.649	49.6492	0	0	0	0	0	0	0	0	0	0	23.3613
41360.83333	0	0	428.649	49.6492	0	0	0	0	0	0	0	0	0	0	23.3613
41360.875	0	0	428.649	49.6492	0	0	0	0	0	0	0	0	0	0	23.3613
41360.91667	0	0	428.649	49.6492	0	0	0	0	0	0	0	0	0	0	23.3613
41360.95833	0	0	428.649	49.6492	0	0	0	0	0	0	0	0	0	0	23.3613
41361	0	0	428.649	49.6492	0	0	0	0	0	0	0	0	0	0	23.3613
41361.04167	0	0	428.649	49.6492	0	0	0	0	0	0	0	0	0	0	23.3613
41361.08333	0	0	428.649	49.6492	0	0	0	0	0	0	0	0	0	0	23.3613
41361.125	0	0	428.649	49.6492	0	0	0	0	0	0	0	0	0	0	23.3613
41361.16667	0	0	428.649	49.6492	0	0	0	0	0	0	0	0	0	0	23.3613
41361.20833	0	0	428.649	49.6492	0	0	0	0	0	0	0	0	0	0	23.3613
41361.25	0	0	428.649	49.6492	0	0	0	0	0	0	0	0	0	0	23.3613
41361.29167	0.0383521	0	428.613	49.6129	0	0	0	0.0383521	0	0	0	0	0	0	23.3593
41361.33333	0.0905095	0	428.527	49.527	0	0	0	0.0905095	0	0	0	0	0	0	23.3546
41361.375	0.115953	0	428.417	49.4171	0	0	0	0.115953	0	0	0	0	0	0	23.3486
41361.41667	0.13331	0	428.29	49.2907	0	0	0	0.13331	0	0	0	0	0	0	23.3417
41361.45833	0.155091	0	428.143	49.1436	0	0	0	0.155091	0	0	0	0	0	0	23.3337
41361.5	0.161971	0	427.99	48.99	0	0	0	0.161971	0	0	0	0	0	0	23.3254
41361.54167	0.154293	0	427.843	48.8437	0	0	0	0.154293	0	0	0	0	0	0	23.3174
41361.58333	0.162973	0	427.689	48.6891	0	0	0	0.162973	0	0	0	0	0	0	23.309
41361.625	0.144783	0	427.552	48.5518	0	0	0	0.144783	0	0	0	0	0	0	23.3015
41361.66667	0.136056	0	427.423	48.4228	0	0	0	0.136056	0	0	0	0	0	0	23.2944
41361.70833	0.111065	0	427.317	48.3175	0	0	0	0.111065	0	0	0	0	0	0	23.2887
41361.75	0.0713537	0	427.25	48.2498	0	0	0	0.0713537	0	0	0	0	0	0	23.285
41361.79167	0	0	427.25	48.2498	0	0	0	0	0	0	0	0	0	0	23.285
41361.83333	0	0	427.25	48.2498	0	0	0	0	0	0	0	0	0	0	23.285
41361.875	0	0	427.25	48.2498	0	0	0	0	0	0	0	0	0	0	23.285
41361.91667	0	0	427.25	48.2498	0	0	0	0	0	0	0	0	0	0	23.285
41361.95833	0	0	427.25	48.2498	0	0	0	0	0	0	0	0	0	0	23.285
41362	0	0	427.25	48.2498	0	0	0	0	0	0	0	0	0	0	23.285
41362.04167	0	0	427.25	48.2498	0	0	0	0	0	0	0	0	0	0	23.285
41362.08333	0	0	427.25	48.2498	0	0	0	0	0	0	0	0	0	0	23.285
41362.125	0	0	427.25	48.2498	0	0	0	0	0	0	0	0	0	0	23.285
41362.16667	0	0	427.25	48.2498	0	0	0	0	0	0	0	0	0	0	23.285
41362.20833	0	0	427.25	48.2498	0	0	0	0	0	0	0	0	0	0	23.285
41362.25	0	0	427.25	48.2498	0	0	0	0	0	0	0	0	0	0	23.285
41362.29167	0.00719939	0	427.243	48.243	0	0	0	0.00719939	0	0	0	0	0	0	23.2846
41362.33333	0.0859795	0	427.161	48.1614	0	0	0	0.0859795	0	0	0	0	0	0	23.2802
41362.375	0.171368	0	426.999	47.9989	0	0	0	0.171368	0	0	0	0	0	0	23.2713
41362.41667	0.241021	0	426.77	47.7704	0	0	0	0.241021	0	0	0	0	0	0	23.2589
41362.45833	0.310321	0	426.476	47.4761	0	0	0	0.310321	0	0	0	0	0	0	23.2428
41362.5	0.34428	0	426.258	47.2578	0	0	0	0.236107	0	0	0	0	0	0	23.225
41362.54167	0.363894	0	426.028	47.0281	0	0	0	0.248497	0	0	0	0	0	0	23.2062
41362.58333	0.369959	0	425.795	46.7957	0	0	0	0.251501	0	0	0	0	0	0	23.1871
41362.625	0.321381	0	425.595	46.5948	0	0	0	0.217478	0	0	0	0	0	0	23.1705
41362.66667	0.242867	0	425.443	46.4436	0	0	0	0.163695	0	0	0	0	0	0	23.158
